cbcl_q14_p,cbcl_q29_p,cbcl_q30_p,cbcl_q31_p,cbcl_q32_p,cbcl_q33_p,cbcl_q35_p,cbcl_q45_p,cbcl_q50_p,cbcl_q52_p,cbcl_q71_p,cbcl_q91_p,cbcl_q112_p,Count
0,0,0,0,2,2,2,0,1,0,0,0,1,1
0,0,0,0,2,2,2,1,1,0,2,1,2,1
0,0,0,0,2,2,2,2,2,0,1,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,29
0,0,0,1,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,0,0,1,0,0,0,0,0,0,1,0,0,10
0,0,0,1,0,0,0,0,0,0,1,0,1,6
0,0,0,1,0,0,0,0,0,0,2,0,1,1
0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,0,0,1,0,0,0,0,0,1,0,1,1,1
0,0,0,1,0,0,0,0,0,1,1,0,0,1
0,0,0,1,0,0,0,0,0,1,2,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,1,3
0,0,0,1,0,0,0,0,1,0,0,0,2,1
0,0,0,1,0,0,0,0,1,0,1,0,0,3
0,0,0,1,0,0,0,0,1,0,1,0,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,1
0,0,0,1,0,0,0,0,1,1,0,0,1,1
0,0,0,1,0,0,0,0,1,1,1,0,1,2
0,0,0,1,0,0,0,0,2,0,0,0,2,1
0,0,0,1,0,0,0,1,0,0,0,0,0,2
0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,0,0,1,0,0,0,1,0,0,0,0,2,1
0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,0,1,0,0,0,1,0,0,1,0,0,5
0,0,0,1,0,0,0,1,0,0,1,0,1,1
0,0,0,1,0,0,0,1,0,1,1,0,1,1
0,0,0,1,0,0,0,1,0,1,2,0,1,1
0,0,0,1,0,0,0,1,1,0,0,0,0,2
0,0,0,1,0,0,0,1,1,0,0,0,1,1
0,0,0,1,0,0,0,1,1,0,1,0,0,2
0,0,0,1,0,0,0,1,1,0,1,0,1,1
0,0,0,1,0,0,0,2,0,0,0,1,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2
0,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,1,0,0,1,0,0,0,0,0,2,1
0,0,0,1,0,0,1,0,0,0,1,0,0,3
0,0,0,1,0,0,1,0,0,0,1,0,1,2
0,0,0,1,0,0,1,0,0,1,1,0,0,1
0,0,0,1,0,0,1,0,0,1,1,0,1,2
0,0,0,1,0,0,1,0,0,1,2,0,0,1
0,0,0,1,0,0,1,0,1,1,0,0,1,1
0,0,0,1,0,0,1,1,0,0,0,0,0,1
0,0,0,1,0,0,1,1,1,0,1,0,0,1
0,0,0,1,0,0,1,1,1,0,1,0,1,2
0,0,0,1,0,0,1,1,1,1,1,0,1,1
0,0,0,1,0,0,1,1,2,0,0,0,0,1
0,0,0,1,0,0,1,2,1,1,1,0,2,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,0,0,1,0,1,0,0,0,0,1,0,0,1
0,0,0,1,0,1,0,0,0,0,1,0,1,1
0,0,0,1,0,1,0,0,1,0,1,0,1,1
0,0,0,1,0,1,0,0,1,0,1,1,1,1
0,0,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,1,0,1,0,1,0,0,1,0,1,1
0,0,0,1,0,1,0,1,1,0,1,0,1,2
0,0,0,1,0,1,1,0,0,0,0,1,1,1
0,0,0,1,0,1,1,0,0,0,1,0,0,3
0,0,0,1,0,1,1,0,1,0,0,0,1,2
0,0,0,1,0,1,1,0,1,0,1,0,1,2
0,0,0,1,0,1,1,0,1,0,1,0,2,1
0,0,0,1,0,1,1,0,1,0,1,1,1,1
0,0,0,1,0,1,1,0,2,0,1,0,1,1
0,0,0,1,0,1,1,1,0,0,1,0,1,1
0,0,0,1,0,1,1,1,1,0,0,0,0,1
0,0,0,1,0,1,1,1,1,0,1,0,0,2
0,0,0,1,0,1,1,2,0,0,1,0,1,1
0,0,0,1,0,1,1,2,1,1,2,1,1,1
0,0,0,1,0,1,2,2,2,0,1,1,1,1
0,0,0,1,1,0,0,0,0,0,0,0,0,18
0,0,0,1,1,0,0,0,0,0,0,0,1,7
0,0,0,1,1,0,0,0,0,0,1,0,0,12
0,0,0,1,1,0,0,0,0,0,1,0,1,12
0,0,0,1,1,0,0,0,0,1,0,0,1,2
0,0,0,1,1,0,0,0,0,1,1,0,0,2
0,0,0,1,1,0,0,0,0,1,1,0,1,3
0,0,0,1,1,0,0,0,1,0,0,0,1,5
0,0,0,1,1,0,0,0,1,0,1,0,0,3
0,0,0,1,1,0,0,0,1,0,1,0,1,6
0,0,0,1,1,0,0,0,1,0,2,0,1,2
0,0,0,1,1,0,0,0,1,1,1,0,1,3
0,0,0,1,1,0,0,1,0,0,0,0,1,1
0,0,0,1,1,0,0,1,0,0,1,0,0,2
0,0,0,1,1,0,0,1,0,0,1,0,1,5
0,0,0,1,1,0,0,1,0,1,1,0,1,3
0,0,0,1,1,0,0,1,0,1,1,0,2,1
0,0,0,1,1,0,0,1,1,0,0,0,0,1
0,0,0,1,1,0,0,1,1,0,0,0,1,1
0,0,0,1,1,0,0,1,1,0,1,0,0,3
0,0,0,1,1,0,0,1,1,0,1,0,1,6
0,0,0,1,1,0,0,1,1,0,1,0,2,1
0,0,0,1,1,0,0,1,1,0,2,0,1,1
0,0,0,1,1,0,0,1,1,1,1,0,1,3
0,0,0,1,1,0,0,1,1,1,1,0,2,2
0,0,0,1,1,0,0,2,1,1,1,0,2,1
0,0,0,1,1,0,0,2,2,2,1,0,2,1
0,0,0,1,1,0,0,2,2,2,2,1,2,1
0,0,0,1,1,0,1,0,0,0,1,0,0,2
0,0,0,1,1,0,1,0,0,0,1,0,1,3
0,0,0,1,1,0,1,0,0,0,2,0,1,1
0,0,0,1,1,0,1,0,0,1,0,0,0,1
0,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0,0,1,1,0,1,0,0,1,1,0,1,1
0,0,0,1,1,0,1,0,0,1,2,0,0,1
0,0,0,1,1,0,1,0,1,1,1,1,1,1
0,0,0,1,1,0,1,1,0,0,1,0,1,1
0,0,0,1,1,0,1,1,0,0,1,1,1,1
0,0,0,1,1,0,1,1,0,1,2,0,0,1
0,0,0,1,1,0,1,1,0,1,2,0,1,1
0,0,0,1,1,0,1,1,1,0,0,0,2,1
0,0,0,1,1,0,1,1,1,0,1,0,1,3
0,0,0,1,1,0,1,1,1,0,1,1,1,1
0,0,0,1,1,0,1,1,1,1,0,0,1,2
0,0,0,1,1,0,1,1,2,0,1,0,2,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,0,0,1,2
0,0,0,1,1,1,0,0,0,0,1,0,0,3
0,0,0,1,1,1,0,0,0,0,1,0,1,2
0,0,0,1,1,1,0,0,0,0,2,0,1,1
0,0,0,1,1,1,0,0,0,1,0,0,0,1
0,0,0,1,1,1,0,0,0,1,1,0,0,1
0,0,0,1,1,1,0,0,0,1,1,0,1,1
0,0,0,1,1,1,0,0,0,1,2,0,2,1
0,0,0,1,1,1,0,0,1,0,1,0,1,1
0,0,0,1,1,1,0,1,0,0,1,0,1,2
0,0,0,1,1,1,0,1,0,0,1,1,1,1
0,0,0,1,1,1,0,1,1,0,1,0,2,1
0,0,0,1,1,1,0,1,1,0,2,0,1,1
0,0,0,1,1,1,0,2,0,0,2,0,0,1
0,0,0,1,1,1,0,2,1,0,1,0,0,1
0,0,0,1,1,1,0,2,1,1,1,0,1,1
0,0,0,1,1,1,0,2,2,1,1,0,0,1
0,0,0,1,1,1,1,0,0,0,1,0,0,4
0,0,0,1,1,1,1,0,0,0,1,0,1,1
0,0,0,1,1,1,1,0,0,0,1,1,1,2
0,0,0,1,1,1,1,0,0,0,2,0,0,1
0,0,0,1,1,1,1,0,0,0,2,0,2,1
0,0,0,1,1,1,1,0,0,1,1,0,0,1
0,0,0,1,1,1,1,0,0,1,1,0,1,1
0,0,0,1,1,1,1,0,1,0,0,0,1,1
0,0,0,1,1,1,1,0,1,0,1,0,0,1
0,0,0,1,1,1,1,0,1,0,1,0,1,1
0,0,0,1,1,1,1,0,1,1,2,0,1,1
0,0,0,1,1,1,1,0,1,2,1,0,1,1
0,0,0,1,1,1,1,1,0,0,0,1,1,1
0,0,0,1,1,1,1,1,0,0,1,0,0,1
0,0,0,1,1,1,1,1,0,0,1,0,1,1
0,0,0,1,1,1,1,1,1,0,1,0,1,3
0,0,0,1,1,1,1,1,1,0,1,1,1,1
0,0,0,1,1,1,1,1,1,1,2,0,2,1
0,0,0,1,1,2,1,0,0,0,1,0,1,1
0,0,0,1,1,2,1,0,0,0,2,0,1,1
0,0,0,1,1,2,1,2,0,1,2,1,1,1
0,0,0,1,1,2,1,2,2,0,1,0,1,1
0,0,0,1,1,2,2,1,2,1,2,0,1,1
0,0,0,1,2,0,0,0,0,0,0,0,0,2
0,0,0,1,2,0,0,0,0,0,0,0,1,1
0,0,0,1,2,0,0,0,0,0,1,0,0,3
0,0,0,1,2,0,0,0,0,0,1,0,1,2
0,0,0,1,2,0,0,0,0,0,2,0,1,1
0,0,0,1,2,0,0,0,0,1,1,0,1,1
0,0,0,1,2,0,0,0,0,1,1,0,2,1
0,0,0,1,2,0,0,0,1,0,1,0,1,1
0,0,0,1,2,0,0,1,0,2,1,0,2,1
0,0,0,1,2,0,0,1,1,1,0,0,1,1
0,0,0,1,2,0,0,1,1,1,0,0,2,1
0,0,0,1,2,0,0,1,1,1,2,0,1,1
0,0,0,1,2,0,0,2,1,1,1,0,1,1
0,0,0,1,2,0,1,0,0,0,1,0,1,1
0,0,0,1,2,0,1,0,0,0,2,0,0,1
0,0,0,1,2,0,1,0,1,0,1,0,1,1
0,0,0,1,2,0,1,0,1,0,2,0,1,1
0,0,0,1,2,0,1,1,0,0,1,0,0,1
0,0,0,1,2,0,1,1,0,0,1,0,1,1
0,0,0,1,2,0,1,1,1,1,1,0,1,2
0,0,0,1,2,0,1,1,1,1,1,0,2,1
0,0,0,1,2,0,1,1,1,1,2,0,2,1
0,0,0,1,2,1,0,0,0,0,0,0,0,1
0,0,0,1,2,1,0,0,0,0,1,0,0,1
0,0,0,1,2,1,0,0,1,1,0,1,2,1
0,0,0,1,2,1,1,0,0,0,1,0,2,1
0,0,0,1,2,1,1,1,0,1,1,0,1,1
0,0,0,1,2,1,1,1,0,1,2,0,1,1
0,0,0,1,2,1,1,1,1,0,1,0,1,1
0,0,0,1,2,1,1,1,1,1,0,0,2,1
0,0,0,1,2,1,1,1,1,1,1,0,1,1
0,0,0,1,2,1,1,1,1,1,2,0,1,1
0,0,0,1,2,1,1,1,1,2,2,0,1,1
0,0,0,1,2,1,1,1,1,2,2,0,2,1
0,0,0,1,2,2,1,2,2,2,2,0,2,1
0,0,0,1,2,2,2,1,1,1,2,0,1,1
0,0,0,2,1,0,0,0,0,0,1,0,2,1
0,0,0,2,1,0,0,1,0,0,1,0,0,1
0,0,0,2,1,0,0,1,0,1,1,0,1,1
0,0,0,2,1,0,1,0,0,0,1,0,0,1
0,0,0,2,1,1,1,0,0,1,2,0,0,1
0,0,0,2,2,0,0,0,0,0,1,0,0,2
0,0,0,2,2,0,0,1,1,1,2,0,2,1
0,0,0,2,2,0,0,1,2,1,2,0,0,1
0,0,0,2,2,0,1,0,1,1,1,0,0,1
0,0,0,2,2,0,1,2,2,2,2,0,2,1
0,0,0,2,2,1,1,0,1,1,2,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,12
0,0,1,0,0,0,0,0,0,0,0,0,1,5
0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,0,1,0,0,5
0,0,1,0,0,0,0,0,0,0,1,0,1,8
0,0,1,0,0,0,0,0,0,0,2,0,0,1
0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,0,0,1,3
0,0,1,0,0,0,0,0,1,0,1,0,0,2
0,0,1,0,0,0,0,0,1,0,1,0,1,1
0,0,1,0,0,0,0,0,1,1,1,0,1,1
0,0,1,0,0,0,0,0,2,0,1,0,1,1
0,0,1,0,0,0,0,0,2,0,2,0,1,1
0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,1,0,1,3
0,0,1,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,0,0,1,1,0,1,0,0,1
0,0,1,0,0,0,0,1,1,0,1,0,1,3
0,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,0,0,0,0,1,2,0,1,0,1,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,0,1,0,0,0,1,0,0,1,1,0,0,1
0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,1,0,0,0,1,0,1,0,1,0,0,1
0,0,1,0,0,0,1,0,1,0,1,0,1,1
0,0,1,0,0,0,1,1,0,0,1,0,1,1
0,0,1,0,0,0,1,1,0,2,1,0,2,1
0,0,1,0,0,1,0,0,0,0,1,0,1,1
0,0,1,0,0,1,0,0,1,0,0,0,1,1
0,0,1,0,0,1,0,0,1,1,2,0,1,1
0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,0,2
0,0,1,0,0,1,1,0,0,0,1,0,1,1
0,0,1,0,0,1,1,0,0,0,1,1,0,1
0,0,1,0,0,1,1,0,0,0,2,1,2,1
0,0,1,0,0,1,1,0,0,1,1,0,1,1
0,0,1,0,0,1,1,0,1,0,0,0,1,1
0,0,1,0,0,1,1,0,1,0,0,0,2,1
0,0,1,0,0,1,1,0,1,0,2,1,1,1
0,0,1,0,0,1,1,1,0,0,0,0,0,1
0,0,1,0,0,1,1,1,0,1,2,0,1,1
0,0,1,0,0,1,1,1,1,0,1,0,2,1
0,0,1,0,0,2,2,0,2,0,1,0,2,1
0,0,1,0,1,0,0,0,0,0,0,0,0,2
0,0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,0,1,3
0,0,1,0,1,0,0,0,0,0,2,0,0,1
0,0,1,0,1,0,0,0,0,1,1,0,1,3
0,0,1,0,1,0,0,0,1,0,0,0,1,1
0,0,1,0,1,0,0,0,1,0,1,0,0,1
0,0,1,0,1,0,0,0,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,2,1
0,0,1,0,1,0,0,1,1,0,1,0,1,2
0,0,1,0,1,0,0,1,1,1,1,0,1,2
0,0,1,0,1,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,1,1,1,1,0,1,1
0,0,1,0,1,1,0,0,0,0,0,1,0,1
0,0,1,0,1,1,0,0,0,0,1,0,0,2
0,0,1,0,1,1,0,0,0,0,1,0,1,1
0,0,1,0,1,1,0,1,0,0,1,0,1,1
0,0,1,0,1,1,0,1,1,0,1,0,2,1
0,0,1,0,1,1,1,0,0,0,0,0,1,1
0,0,1,0,1,1,1,0,0,0,2,1,1,1
0,0,1,0,1,1,1,0,0,1,0,0,0,1
0,0,1,0,1,1,1,0,1,0,1,0,1,1
0,0,1,0,1,1,1,0,1,1,2,0,0,1
0,0,1,0,1,1,1,1,0,0,1,0,1,1
0,0,1,0,1,1,1,1,0,0,1,1,1,1
0,0,1,0,1,1,1,1,1,0,1,0,1,1
0,0,1,0,1,1,1,1,1,0,2,0,0,1
0,0,1,0,1,1,1,2,2,1,2,0,2,1
0,0,1,0,2,0,0,0,2,1,1,0,1,1
0,0,1,0,2,0,0,1,0,0,1,0,2,1
0,0,1,0,2,0,0,1,2,1,0,0,2,1
0,0,1,0,2,0,1,0,0,0,1,0,1,1
0,0,1,0,2,0,1,1,1,0,2,0,2,1
0,0,1,0,2,0,1,1,2,0,2,0,1,1
0,0,1,0,2,1,0,1,1,2,1,0,1,1
0,0,1,0,2,1,0,2,0,0,1,0,1,1
0,0,1,0,2,1,1,1,1,2,2,1,2,1
0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,0,2,0,0,1
0,0,1,1,0,0,0,0,0,1,1,0,1,2
0,0,1,1,0,0,0,0,1,0,0,0,1,1
0,0,1,1,0,0,1,2,0,0,1,0,0,1
0,0,1,1,0,1,0,1,1,0,2,0,1,1
0,0,1,1,0,1,0,1,1,1,0,0,2,1
0,0,1,1,0,1,1,1,0,1,1,0,1,1
0,0,1,1,1,0,0,0,0,0,0,0,0,2
0,0,1,1,1,0,0,0,1,1,2,0,2,1
0,0,1,1,1,0,0,1,1,0,1,0,1,1
0,0,1,1,1,0,0,1,1,1,0,0,2,1
0,0,1,1,1,0,1,0,0,0,0,0,1,1
0,0,1,1,1,0,1,0,0,1,1,0,1,1
0,0,1,1,1,0,1,0,1,1,0,0,1,1
0,0,1,1,1,1,0,0,0,2,1,1,1,1
0,0,1,1,1,1,0,1,1,0,1,0,1,2
0,0,1,1,1,1,0,1,2,1,1,0,2,1
0,0,1,1,1,1,1,0,0,0,1,0,0,1
0,0,1,1,1,1,1,0,0,0,1,0,1,1
0,0,1,1,1,1,1,0,0,0,2,0,1,1
0,0,1,1,1,1,1,0,1,0,0,0,0,1
0,0,1,1,1,1,1,0,1,0,1,0,1,1
0,0,1,1,1,1,1,1,0,0,1,0,1,1
0,0,1,1,1,1,1,1,0,0,2,0,1,1
0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,0,1,1,1,1,1,2,1,0,1,1,1,1
0,0,1,1,1,1,1,2,1,0,1,1,2,1
0,0,1,1,1,2,1,1,0,0,0,0,1,1
0,0,1,1,1,2,2,0,1,0,2,1,1,1
0,0,1,1,2,0,0,0,1,0,1,0,1,1
0,0,1,1,2,1,1,1,1,1,1,1,1,1
0,0,1,1,2,1,2,0,0,1,1,1,0,1
0,0,1,1,2,1,2,1,2,0,2,0,2,1
0,0,1,1,2,2,1,0,0,0,2,0,0,1
0,0,1,2,2,0,1,1,1,1,0,0,1,1
0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,1,0,0,1
0,0,2,0,0,0,0,0,0,0,2,0,1,1
0,0,2,0,0,0,0,1,0,0,0,0,0,1
0,0,2,0,0,0,0,1,1,0,0,0,1,1
0,0,2,0,0,0,0,2,0,0,0,0,0,1
0,0,2,0,0,0,1,0,1,1,2,0,1,1
0,0,2,0,0,1,2,0,0,0,1,2,0,1
0,0,2,0,1,0,0,0,0,0,1,0,0,1
0,0,2,0,1,0,0,0,0,0,1,0,1,1
0,0,2,1,1,0,2,2,2,1,2,1,2,1
0,0,2,1,2,1,1,0,1,0,2,0,1,1
0,0,2,2,2,2,1,1,0,0,2,0,0,1
0,0,2,2,2,2,2,2,2,2,2,1,2,1
0,1,0,0,0,0,0,0,0,0,0,0,0,330
0,1,0,0,0,0,0,0,0,0,0,0,1,62
0,1,0,0,0,0,0,0,0,0,0,0,2,1
0,1,0,0,0,0,0,0,0,0,1,0,0,140
0,1,0,0,0,0,0,0,0,0,1,0,1,54
0,1,0,0,0,0,0,0,0,0,1,1,2,1
0,1,0,0,0,0,0,0,0,0,2,0,0,3
0,1,0,0,0,0,0,0,0,0,2,0,1,2
0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,1,1,0,0,2
0,1,0,0,0,0,0,0,0,1,1,0,1,2
0,1,0,0,0,0,0,0,0,1,2,0,0,1
0,1,0,0,0,0,0,0,1,0,0,0,0,27
0,1,0,0,0,0,0,0,1,0,0,0,1,26
0,1,0,0,0,0,0,0,1,0,1,0,0,34
0,1,0,0,0,0,0,0,1,0,1,0,1,33
0,1,0,0,0,0,0,0,1,0,1,0,2,2
0,1,0,0,0,0,0,0,1,0,2,0,0,1
0,1,0,0,0,0,0,0,1,0,2,0,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,1
0,1,0,0,0,0,0,0,1,1,1,0,0,2
0,1,0,0,0,0,0,0,1,1,1,0,2,1
0,1,0,0,0,0,0,0,2,0,0,0,1,1
0,1,0,0,0,0,0,0,2,0,1,0,0,1
0,1,0,0,0,0,0,0,2,0,1,0,1,1
0,1,0,0,0,0,0,0,2,1,0,0,1,1
0,1,0,0,0,0,0,1,0,0,0,0,0,16
0,1,0,0,0,0,0,1,0,0,0,0,1,5
0,1,0,0,0,0,0,1,0,0,0,0,2,1
0,1,0,0,0,0,0,1,0,0,1,0,0,17
0,1,0,0,0,0,0,1,0,0,1,0,1,14
0,1,0,0,0,0,0,1,0,0,1,0,2,2
0,1,0,0,0,0,0,1,0,0,2,0,0,1
0,1,0,0,0,0,0,1,0,0,2,0,1,1
0,1,0,0,0,0,0,1,0,1,0,0,0,1
0,1,0,0,0,0,0,1,0,1,1,0,1,1
0,1,0,0,0,0,0,1,1,0,0,0,0,15
0,1,0,0,0,0,0,1,1,0,0,0,1,19
0,1,0,0,0,0,0,1,1,0,0,0,2,1
0,1,0,0,0,0,0,1,1,0,1,0,0,18
0,1,0,0,0,0,0,1,1,0,1,0,1,26
0,1,0,0,0,0,0,1,1,0,1,0,2,3
0,1,0,0,0,0,0,1,1,0,2,0,1,7
0,1,0,0,0,0,0,1,1,0,2,0,2,1
0,1,0,0,0,0,0,1,1,1,0,0,0,1
0,1,0,0,0,0,0,1,1,1,0,0,1,1
0,1,0,0,0,0,0,1,1,1,1,0,1,3
0,1,0,0,0,0,0,1,1,1,1,0,2,1
0,1,0,0,0,0,0,1,1,1,2,0,2,1
0,1,0,0,0,0,0,1,1,2,2,0,2,1
0,1,0,0,0,0,0,1,2,0,0,0,2,1
0,1,0,0,0,0,0,1,2,0,1,0,0,1
0,1,0,0,0,0,0,1,2,0,1,0,2,1
0,1,0,0,0,0,0,2,0,0,0,0,0,1
0,1,0,0,0,0,0,2,1,0,0,0,0,1
0,1,0,0,0,0,0,2,1,0,1,0,0,1
0,1,0,0,0,0,0,2,1,0,1,0,1,3
0,1,0,0,0,0,0,2,2,0,0,0,1,3
0,1,0,0,0,0,0,2,2,0,0,0,2,1
0,1,0,0,0,0,0,2,2,0,1,0,1,2
0,1,0,0,0,0,0,2,2,0,1,0,2,2
0,1,0,0,0,0,0,2,2,0,2,1,2,1
0,1,0,0,0,0,1,0,0,0,0,0,0,2
0,1,0,0,0,0,1,0,0,0,0,1,0,1
0,1,0,0,0,0,1,0,0,0,1,0,0,4
0,1,0,0,0,0,1,0,0,0,1,0,1,6
0,1,0,0,0,0,1,0,0,0,2,0,0,1
0,1,0,0,0,0,1,0,0,1,1,0,1,2
0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,0,1,4
0,1,0,0,0,0,1,0,1,0,0,1,1,1
0,1,0,0,0,0,1,0,1,0,1,0,0,2
0,1,0,0,0,0,1,0,1,0,1,0,1,6
0,1,0,0,0,0,1,0,1,0,2,0,1,1
0,1,0,0,0,0,1,0,1,0,2,0,2,1
0,1,0,0,0,0,1,1,0,0,1,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,1,1
0,1,0,0,0,0,1,1,0,1,2,0,1,1
0,1,0,0,0,0,1,1,1,0,0,0,0,1
0,1,0,0,0,0,1,1,1,0,0,0,1,3
0,1,0,0,0,0,1,1,1,0,1,0,0,1
0,1,0,0,0,0,1,1,1,0,1,0,1,5
0,1,0,0,0,0,1,1,1,1,1,0,1,1
0,1,0,0,0,0,1,2,1,0,0,0,0,1
0,1,0,0,0,0,1,2,1,0,0,0,2,1
0,1,0,0,0,0,2,1,2,0,2,0,1,1
0,1,0,0,0,1,0,0,0,0,0,0,0,3
0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,1,0,0,0,1,0,0,0,0,1,0,0,9
0,1,0,0,0,1,0,0,0,0,1,0,1,2
0,1,0,0,0,1,0,0,0,0,1,0,2,1
0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,0,1,1
0,1,0,0,0,1,0,0,1,0,1,0,0,3
0,1,0,0,0,1,0,0,1,0,1,0,1,5
0,1,0,0,0,1,0,0,1,0,2,0,2,1
0,1,0,0,0,1,0,1,0,0,1,0,0,2
0,1,0,0,0,1,0,1,0,0,1,0,1,1
0,1,0,0,0,1,0,1,0,0,2,0,1,1
0,1,0,0,0,1,0,1,1,0,0,0,0,2
0,1,0,0,0,1,0,1,1,0,1,0,0,1
0,1,0,0,0,1,0,1,1,0,1,0,1,4
0,1,0,0,0,1,0,1,1,0,1,0,2,2
0,1,0,0,0,1,0,1,1,0,2,0,1,1
0,1,0,0,0,1,0,1,2,0,2,0,2,1
0,1,0,0,0,1,0,2,1,0,1,0,1,1
0,1,0,0,0,1,0,2,1,0,1,0,2,1
0,1,0,0,0,1,0,2,1,0,2,0,1,1
0,1,0,0,0,1,0,2,2,0,1,0,0,1
0,1,0,0,0,1,1,0,0,0,0,0,0,1
0,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1,0,0,0,1,1,0,0,0,1,0,0,1
0,1,0,0,0,1,1,0,0,0,2,0,1,1
0,1,0,0,0,1,1,0,1,0,0,0,0,1
0,1,0,0,0,1,1,0,1,0,1,0,0,1
0,1,0,0,0,1,1,0,1,0,1,0,1,3
0,1,0,0,0,1,1,0,2,0,2,0,2,1
0,1,0,0,0,1,1,1,0,0,0,1,0,1
