x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,Count
0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
0,0,0,1,0,1,0,1,0,1,1,0,0,0,2
0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
0,0,0,1,0,1,1,0,0,0,1,0,0,0,3
0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,0,1,0,1,1,0,0,1,0,0,1,0,1
0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
0,0,0,1,0,1,1,0,0,1,2,1,0,0,1
0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
0,0,0,1,0,1,1,0,1,1,1,3,0,1,1
0,0,0,1,0,1,1,1,0,0,1,0,1,0,1
0,0,0,1,0,1,1,1,0,0,2,1,1,1,1
0,0,0,1,0,1,1,1,0,1,0,0,0,0,1
0,0,0,1,0,1,1,1,0,1,1,1,0,1,1
0,0,0,1,0,1,1,1,1,1,1,1,0,0,1
0,0,0,1,0,1,1,1,1,1,1,2,1,0,1
0,0,0,1,0,1,2,0,0,0,1,1,0,1,1
0,0,0,1,0,1,2,0,0,1,2,0,0,2,1
0,0,0,1,0,1,2,0,1,0,1,0,0,0,1
0,0,0,1,0,1,2,1,0,0,0,0,0,0,2
0,0,0,1,0,1,2,1,0,0,0,2,0,0,1
0,0,0,1,0,1,3,0,0,0,2,1,0,2,1
0,0,0,1,0,1,3,0,0,1,1,1,0,0,1
0,0,0,1,0,1,3,1,0,0,2,1,0,0,1
0,0,0,1,0,1,3,1,2,2,2,1,1,1,1
0,0,0,1,0,2,1,0,0,0,1,0,0,0,1
0,0,0,1,0,2,2,0,0,0,0,0,0,0,1
0,0,0,1,0,2,2,2,0,0,0,0,0,0,1
0,0,0,1,0,3,3,1,3,2,0,1,1,0,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
0,0,0,1,1,0,1,0,0,0,1,0,0,0,2
0,0,0,1,1,0,1,0,0,1,0,0,0,0,2
0,0,0,1,1,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,0,1,1,0,1,0,1,0,1,0,1,0,1
0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
0,0,0,1,1,0,2,0,0,0,0,0,0,0,1
0,0,0,1,1,0,2,0,0,2,0,2,0,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,0,2,0,0,1
0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
0,0,0,1,1,1,0,0,0,0,1,1,0,1,1
0,0,0,1,1,1,0,1,1,2,1,1,1,1,1
0,0,0,1,1,1,1,0,0,0,0,0,0,0,2
0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
0,0,0,1,1,1,1,0,0,0,1,1,0,0,2
0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
0,0,0,1,1,1,1,0,0,1,0,1,0,1,1
0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
0,0,0,1,1,1,1,1,0,0,2,1,0,0,1
0,0,0,1,1,1,1,1,0,1,1,0,0,0,1
0,0,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,0,1,0,0,2,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,2,0,0,0,0,0,0,0,1
0,0,0,1,1,1,2,0,0,0,0,2,0,0,1
0,0,0,1,1,1,2,0,0,0,1,0,0,0,1
0,0,0,1,1,1,2,0,0,1,2,1,1,1,1
0,0,0,1,1,1,2,0,0,2,1,0,0,0,1
0,0,0,1,1,1,2,0,1,0,1,0,0,0,1
0,0,0,1,1,1,2,0,1,1,2,1,1,0,1
0,0,0,1,1,1,2,1,0,0,0,0,0,2,1
0,0,0,1,1,1,2,1,1,1,1,1,0,1,1
0,0,0,1,1,1,2,1,1,1,1,1,1,1,1
0,0,0,1,1,1,2,1,1,2,2,2,1,1,1
0,0,0,1,1,1,3,0,0,0,1,0,0,0,1
0,0,0,1,1,2,1,0,0,0,0,1,0,0,1
0,0,0,1,1,2,2,1,1,1,2,2,1,1,1
0,0,0,1,2,0,1,0,0,1,2,0,0,1,1
0,0,0,1,2,0,1,0,0,1,2,1,1,2,1
0,0,0,1,2,0,2,2,0,2,2,0,0,0,1
0,0,0,1,2,1,1,0,0,0,1,0,0,0,1
0,0,0,1,2,1,1,0,0,1,1,0,0,0,1
0,0,0,1,2,1,1,1,2,1,1,0,2,0,1
0,0,0,1,2,1,2,2,0,0,1,1,0,1,1
0,0,0,1,2,2,0,0,0,0,0,0,0,0,1
0,0,0,1,2,2,1,0,0,0,1,0,0,0,1
0,0,0,1,2,2,1,1,2,2,0,3,2,1,1
0,0,0,1,2,2,1,2,0,2,2,1,0,0,1
0,0,0,1,2,2,2,1,0,0,1,2,1,1,1
0,0,0,1,2,2,2,1,1,1,1,2,1,2,1
0,0,0,1,2,2,2,1,2,1,1,1,1,1,1
0,0,0,1,2,2,2,2,2,0,0,1,0,1,1
0,0,0,1,2,2,3,0,0,0,0,0,0,0,2
0,0,0,1,2,2,3,0,0,2,2,2,2,1,1
0,0,0,1,2,3,2,1,1,1,2,3,1,2,1
0,0,0,1,3,1,0,0,0,0,2,0,0,0,1
0,0,0,1,3,1,2,0,1,1,1,3,0,0,1
0,0,0,1,3,1,3,1,0,0,1,1,0,1,1
0,0,0,1,3,2,1,0,0,1,1,0,0,0,1
0,0,0,1,3,3,3,0,0,0,2,2,0,0,1
0,0,0,1,3,3,3,0,0,1,0,0,0,0,1
0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
0,0,0,2,0,0,0,0,0,0,0,1,0,1,1
0,0,0,2,0,0,0,0,0,0,0,2,0,1,1
0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
0,0,0,2,0,0,0,0,0,0,1,1,0,1,1
0,0,0,2,0,0,0,0,0,0,1,2,0,0,1
0,0,0,2,0,0,0,0,0,0,2,0,0,0,1
0,0,0,2,0,0,0,0,0,0,2,2,0,0,1
0,0,0,2,0,0,0,0,0,2,0,0,0,0,1
0,0,0,2,0,0,1,0,0,0,1,0,0,0,2
0,0,0,2,0,0,1,0,0,1,0,0,0,1,1
0,0,0,2,0,0,1,0,0,1,1,1,0,1,1
0,0,0,2,0,0,2,0,0,0,0,0,0,0,2
0,0,0,2,0,0,2,0,0,0,0,2,0,0,1
0,0,0,2,0,0,2,0,0,0,0,3,0,0,1
0,0,0,2,0,0,2,0,0,0,0,3,3,3,1
0,0,0,2,0,0,2,0,0,0,2,0,0,0,6
0,0,0,2,0,0,2,0,0,0,2,2,0,0,2
0,0,0,2,0,0,2,0,0,2,2,0,0,0,1
0,0,0,2,0,0,2,0,0,2,2,0,0,2,1
0,0,0,2,0,0,2,0,0,2,2,2,0,0,1
0,0,0,2,0,0,2,0,2,0,0,0,0,0,1
0,0,0,2,0,0,2,0,2,0,0,0,2,0,1
0,0,0,2,0,0,2,2,0,2,0,0,0,0,1
0,0,0,2,0,0,2,2,0,2,0,2,0,2,1
0,0,0,2,0,0,2,2,2,2,0,0,0,2,1
0,0,0,2,0,0,2,2,2,2,2,2,0,2,1
0,0,0,2,0,0,3,0,0,0,2,1,0,2,1
0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
0,0,0,2,0,1,0,0,0,0,2,0,0,0,1
0,0,0,2,0,1,0,0,0,1,0,0,0,0,1
0,0,0,2,0,1,0,0,0,1,1,0,0,0,1
0,0,0,2,0,1,0,0,0,2,2,0,0,0,1
0,0,0,2,0,1,0,0,1,2,0,0,0,0,1
0,0,0,2,0,1,0,1,0,0,2,0,0,1,1
0,0,0,2,0,1,1,0,0,0,0,3,0,1,1
0,0,0,2,0,1,1,0,0,0,1,0,0,0,1
0,0,0,2,0,1,1,0,1,1,1,1,0,1,1
0,0,0,2,0,1,2,1,1,1,2,1,0,1,1
0,0,0,2,0,1,3,0,0,0,2,1,0,0,1
0,0,0,2,0,1,3,0,0,1,0,1,0,0,1
0,0,0,2,0,2,0,0,2,2,2,1,0,0,1
0,0,0,2,0,2,1,0,0,0,3,2,0,0,1
0,0,0,2,0,2,1,1,0,2,2,2,0,0,1
0,0,0,2,0,2,1,1,1,1,0,1,1,0,1
0,0,0,2,0,2,2,0,0,0,0,0,0,0,2
0,0,0,2,0,2,2,0,0,0,2,0,0,0,1
0,0,0,2,0,2,2,0,0,2,2,0,0,0,1
0,0,0,2,0,2,2,0,0,2,2,2,2,0,1
0,0,0,2,0,2,2,0,0,3,0,0,0,0,1
0,0,0,2,0,2,2,0,0,3,2,0,0,0,1
0,0,0,2,0,2,2,0,1,1,2,2,0,2,1
0,0,0,2,0,2,2,1,1,1,1,2,2,2,1
0,0,0,2,0,2,2,2,0,2,2,2,0,0,1
0,0,0,2,0,2,2,2,1,1,0,0,0,2,1
0,0,0,2,0,2,2,2,1,1,2,2,2,2,1
0,0,0,2,0,2,2,2,2,0,0,0,0,0,1
0,0,0,2,0,2,3,0,0,0,1,0,0,0,1
0,0,0,2,0,2,3,0,0,2,0,0,0,0,1
0,0,0,2,0,2,3,1,0,0,2,1,0,2,1
0,0,0,2,0,2,3,2,2,2,0,0,2,2,1
0,0,0,2,1,1,0,0,0,1,1,1,0,1,1
0,0,0,2,1,1,0,1,0,0,0,1,0,1,1
0,0,0,2,1,1,1,0,0,0,0,0,0,0,1
0,0,0,2,1,1,1,0,1,2,1,1,0,0,1
0,0,0,2,1,1,1,1,1,0,1,1,0,1,1
0,0,0,2,1,1,2,1,1,2,2,2,0,1,1
0,0,0,2,1,1,3,3,0,1,3,1,0,1,1
0,0,0,2,1,2,0,0,0,0,0,0,0,0,1
0,0,0,2,1,2,2,1,0,2,0,2,3,3,1
0,0,0,2,1,2,2,1,1,2,2,1,1,2,1
0,0,0,2,2,0,0,1,0,0,1,1,1,0,1
0,0,0,2,2,0,2,0,0,0,0,0,0,0,1
0,0,0,2,2,0,2,0,0,0,0,0,0,1,1
0,0,0,2,2,0,2,0,0,0,2,0,1,0,1
0,0,0,2,2,0,2,0,2,0,1,2,0,0,1
0,0,0,2,2,0,2,1,1,2,2,1,1,2,1
0,0,0,2,2,0,2,2,0,0,0,0,0,0,1
0,0,0,2,2,1,0,0,0,0,1,0,1,0,1
0,0,0,2,2,1,1,0,0,0,0,0,0,2,1
0,0,0,2,2,1,3,0,0,3,2,2,0,0,1
0,0,0,2,2,1,3,0,2,0,2,0,0,0,1
0,0,0,2,2,2,0,0,0,0,3,0,0,0,1
0,0,0,2,2,2,0,0,0,1,1,0,0,0,1
0,0,0,2,2,2,0,0,0,1,1,1,0,0,1
0,0,0,2,2,2,0,2,0,2,2,2,0,2,1
0,0,0,2,2,2,1,1,0,1,1,1,0,0,1
0,0,0,2,2,2,1,1,0,1,2,2,0,0,1
0,0,0,2,2,2,2,0,0,0,0,2,0,2,1
0,0,0,2,2,2,2,0,0,0,0,2,2,0,1
0,0,0,2,2,2,2,0,0,0,2,2,0,0,1
0,0,0,2,2,2,2,0,0,2,1,0,0,1,1
0,0,0,2,2,2,2,0,0,2,2,0,0,2,1
0,0,0,2,2,2,2,0,0,2,2,0,0,3,1
0,0,0,2,2,2,2,0,2,0,2,0,0,0,1
0,0,0,2,2,2,2,1,0,1,2,1,2,1,1
0,0,0,2,2,2,2,1,0,2,2,2,0,2,1
0,0,0,2,2,2,2,2,0,2,0,2,2,2,1
0,0,0,2,2,2,2,2,2,0,0,2,2,2,1
0,0,0,2,2,2,2,2,2,2,0,2,0,2,1
0,0,0,2,2,2,3,1,0,1,1,0,0,0,1
0,0,0,2,2,2,3,2,3,2,2,2,2,2,1
0,0,0,2,2,3,3,3,2,2,1,2,3,3,1
0,0,0,2,3,1,2,0,0,0,0,0,0,0,1
0,0,0,2,3,2,1,1,1,1,2,1,1,1,1
0,0,0,2,3,2,3,1,2,0,2,2,1,1,1
0,0,0,2,3,2,3,2,1,2,2,1,1,0,1
0,0,0,2,3,3,0,0,0,2,0,0,3,0,1
0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,0,0,0,1,0,0,0,1
0,0,0,3,0,0,0,1,0,0,0,0,0,2,1
0,0,0,3,0,0,1,0,0,0,0,0,0,0,1
0,0,0,3,0,0,2,0,0,0,0,0,0,0,1
0,0,0,3,0,0,3,0,0,0,0,0,0,3,1
0,0,0,3,0,0,3,0,0,0,0,3,0,0,1
0,0,0,3,0,0,3,0,0,0,2,1,1,2,1
0,0,0,3,0,0,3,0,0,1,1,0,0,0,1
0,0,0,3,1,0,0,1,0,0,2,1,1,0,1
0,0,0,3,1,1,0,0,0,1,1,1,0,1,1
0,0,0,3,1,1,3,1,0,2,1,1,0,3,1
0,0,0,3,2,1,1,1,0,0,0,1,0,0,1
0,0,0,3,2,2,2,0,0,0,2,1,0,0,1
0,0,0,3,2,2,3,0,0,2,0,1,0,0,1
0,0,0,3,3,0,2,0,1,1,1,3,1,1,1
0,0,0,3,3,2,2,2,2,3,3,3,2,3,1
0,0,0,3,3,2,3,0,0,0,3,0,0,0,1
0,0,0,3,3,2,3,0,2,2,0,0,0,2,1
0,0,0,3,3,2,3,0,2,2,1,1,2,0,1
0,0,0,3,3,3,3,0,0,0,0,1,2,2,1
0,0,0,3,3,3,3,0,2,1,0,0,0,0,1
0,0,0,3,3,3,3,2,3,3,3,3,2,3,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
0,0,1,0,1,1,1,0,0,1,0,1,0,0,1
0,0,1,0,1,1,2,1,1,1,2,1,0,0,1
0,0,1,1,0,0,1,0,0,0,0,1,0,3,1
0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
0,0,1,1,0,0,1,1,1,0,1,1,1,0,1
0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,0,1,1,0,0,1,1,0,0,0,1
0,0,1,1,0,1,3,1,0,1,1,1,0,1,1
0,0,1,1,1,0,0,1,0,1,0,0,0,0,1
0,0,1,1,1,0,2,0,1,0,1,1,0,0,1
0,0,1,1,1,1,1,1,0,1,2,2,0,1,1
0,0,1,1,1,1,2,0,0,1,0,1,0,0,1
0,0,1,1,1,1,2,0,0,2,1,0,0,0,1
0,0,1,1,1,1,2,0,1,1,0,0,1,0,1
0,0,1,2,2,2,2,0,0,0,0,1,0,0,1
0,0,1,2,2,2,2,2,2,0,2,2,2,0,1
0,0,1,2,2,2,3,0,2,2,1,1,1,1,1
0,0,1,3,0,1,3,0,0,2,1,2,1,2,1
0,0,2,0,0,2,3,0,0,1,1,0,0,0,1
0,0,2,0,3,1,1,2,2,2,3,1,0,2,1
0,0,2,1,2,2,1,1,2,3,1,3,1,1,1
0,0,2,2,0,0,0,0,0,2,2,2,0,0,1
0,0,2,2,0,1,0,0,0,0,0,0,0,0,1
0,0,2,2,0,1,1,0,0,0,1,1,1,0,1
0,0,2,2,0,2,2,1,1,2,2,0,1,1,1
0,0,2,2,0,2,2,2,2,2,2,2,0,2,1
0,0,2,2,1,1,3,2,0,0,0,0,0,0,1
0,0,2,2,1,2,1,2,2,2,1,2,2,2,1
0,0,2,2,2,0,2,0,0,0,2,0,0,2,1
0,0,3,0,0,2,3,3,0,3,3,3,0,3,1
0,0,3,3,3,0,3,0,3,0,2,3,3,3,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
0,1,0,0,0,1,0,0,0,1,1,0,0,1,1
0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
0,1,0,0,0,2,0,2,2,2,0,2,2,2,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,2,2,0,1,1,0,0,1,1
0,1,0,0,2,0,1,0,0,1,0,3,0,0,1
0,1,0,0,2,0,2,0,0,0,0,0,0,0,1
0,1,0,0,2,1,3,1,3,1,1,2,3,2,1
0,1,0,1,0,0,0,0,0,0,2,0,0,0,1
0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,0,1,0,1,1,0,0,1,1,1,0,0,1
0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
0,1,0,1,0,1,1,2,0,2,1,1,1,1,1
0,1,0,1,0,1,2,0,0,0,1,1,0,0,1
0,1,0,1,0,1,2,0,1,1,1,1,0,0,1
0,1,0,1,1,1,0,0,2,1,1,0,0,1,1
0,1,0,1,1,1,1,1,1,1,2,1,1,1,1
0,1,0,1,1,1,2,0,0,0,0,0,0,0,1
0,1,0,1,1,1,2,1,2,1,1,1,1,0,1
0,1,0,1,1,2,2,1,0,1,2,0,0,1,1
0,1,0,2,0,0,1,0,0,1,1,1,2,0,1
0,1,0,2,0,0,2,0,0,0,0,1,0,1,1
0,1,0,2,0,1,0,0,0,1,1,1,0,1,1
0,1,0,2,0,1,0,0,0,1,1,1,0,2,1
0,1,0,2,0,1,0,2,0,1,1,1,1,0,1
0,1,0,2,0,1,1,0,0,2,0,1,0,1,1
0,1,0,2,0,1,3,0,1,1,2,1,0,1,1
0,1,0,2,1,1,1,0,0,2,1,1,1,0,1
0,1,0,2,3,1,0,0,0,0,1,1,1,0,1
0,1,1,0,0,0,0,0,1,2,1,0,2,0,1
0,1,1,0,0,0,3,2,2,2,2,3,2,2,1
0,1,1,0,0,2,2,2,2,2,2,2,0,0,1
0,1,1,0,1,1,2,2,2,0,2,1,0,0,1
0,1,1,1,0,0,0,1,0,0,1,0,0,0,1
0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
0,1,1,1,1,1,2,0,0,0,2,1,1,1,1
0,1,1,1,1,2,2,1,1,1,1,1,1,1,1
0,1,1,1,2,2,1,1,0,0,1,1,1,1,1
0,1,1,2,1,1,2,2,1,2,2,2,1,3,1
0,1,1,2,1,2,1,2,1,1,1,1,1,1,1
0,1,1,2,1,2,2,2,1,2,2,1,1,2,1
0,1,1,2,2,2,2,2,1,2,2,2,2,2,1
0,1,1,3,0,1,3,1,0,0,1,1,1,0,1
0,1,1,3,3,3,3,1,2,2,3,1,2,1,1
0,1,2,1,1,1,2,2,1,1,2,3,1,3,1
0,1,2,2,1,2,3,1,2,2,2,1,1,2,1
0,1,2,2,2,2,2,2,3,2,3,2,0,2,1
0,2,0,0,0,1,1,1,0,0,1,1,0,0,1
0,2,0,0,0,1,3,0,2,0,0,0,2,0,1
0,2,0,0,0,2,2,0,2,2,0,1,0,1,1
0,2,0,0,2,2,1,0,0,0,0,0,0,0,1
0,2,0,0,3,0,3,0,0,1,0,0,0,0,1
0,2,0,0,3,3,1,0,2,0,1,1,2,1,1
0,2,0,1,3,2,3,1,2,1,1,2,1,1,1
0,2,0,2,0,0,2,2,0,0,0,0,0,0,1
0,2,0,2,0,2,3,3,2,2,3,2,2,2,1
0,2,0,2,2,2,2,2,2,2,2,0,0,0,1
0,2,0,2,3,3,3,2,3,3,3,3,0,2,1
0,2,0,3,0,0,0,0,0,2,0,0,0,3,1
0,2,0,3,0,0,3,0,2,0,3,1,0,2,1
0,2,0,3,2,1,3,2,1,2,0,3,2,1,1
0,2,0,3,2,2,1,1,0,0,0,1,2,1,1
0,2,1,1,1,1,1,2,1,1,1,1,1,0,1
0,2,2,1,0,1,2,0,2,0,0,2,2,0,1
0,2,2,2,0,0,0,2,2,2,2,2,2,0,1
0,2,2,2,2,1,1,0,0,1,1,0,0,0,1
0,2,2,2,2,2,2,2,0,2,2,2,2,2,1
0,3,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,0,0,0,0,3,2,2,2,3,3,3,3,1
0,3,0,0,0,1,2,2,3,2,0,2,2,2,1
0,3,0,0,0,2,2,2,2,1,1,1,1,0,1
0,3,0,0,0,2,3,3,2,1,2,3,0,2,1
0,3,0,0,2,2,2,0,2,2,2,2,0,0,1
0,3,0,0,3,1,0,1,1,0,2,1,1,1,1
0,3,0,2,0,2,0,0,0,2,2,2,0,3,1
0,3,0,2,2,3,0,3,2,1,0,2,2,3,1
0,3,0,3,0,0,2,1,3,2,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,0,0,2,1
1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,0,0,0,0,0,0,0,2,1,3,0,0,1
1,0,0,0,0,0,0,0,0,2,2,1,0,0,1
1,0,0,0,0,0,0,0,0,3,2,1,0,2,1
1,0,0,0,0,0,0,0,0,3,2,3,0,0,1
1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,0,2,0,0,2,3,1
1,0,0,0,0,0,0,1,0,3,0,3,0,0,1
1,0,0,0,0,0,0,1,1,1,1,2,0,2,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,8
1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,4
1,0,0,0,0,0,1,0,0,0,0,1,0,1,2
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,0,1,1,0,0,2
1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
1,0,0,0,0,0,1,0,0,0,2,0,0,0,1
1,0,0,0,0,0,1,0,0,0,2,0,1,0,1
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1,0,0,0,0,0,1,0,0,1,1,3,0,0,1
1,0,0,0,0,0,1,0,0,1,2,1,0,0,2
1,0,0,0,0,0,1,0,1,1,0,1,0,0,1
1,0,0,0,0,0,1,0,2,2,2,0,0,0,1
1,0,0,0,0,0,1,1,1,0,0,1,1,0,1
1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
1,0,0,0,0,0,1,1,1,2,2,0,1,2,1
1,0,0,0,0,0,2,0,0,0,0,0,0,0,4
1,0,0,0,0,0,2,0,0,0,0,2,0,0,1
1,0,0,0,0,0,2,0,0,0,0,2,0,2,1
1,0,0,0,0,0,2,0,0,0,1,0,0,0,1
1,0,0,0,0,0,2,0,0,0,1,1,0,0,1
1,0,0,0,0,0,2,0,0,0,2,0,0,0,1
1,0,0,0,0,0,2,0,0,0,2,3,0,0,1
1,0,0,0,0,0,2,0,0,1,1,0,0,0,1
1,0,0,0,0,0,2,0,0,2,2,1,0,0,1
1,0,0,0,0,0,2,0,1,0,2,0,0,0,1
1,0,0,0,0,0,2,1,0,0,0,0,0,1,1
1,0,0,0,0,0,2,1,0,0,0,2,0,0,1
1,0,0,0,0,0,2,1,0,0,0,2,2,3,1
1,0,0,0,0,0,2,1,0,1,1,0,1,1,1
1,0,0,0,0,0,2,1,1,1,1,1,1,1,1
1,0,0,0,0,0,2,1,1,2,2,0,0,0,1
1,0,0,0,0,0,2,2,0,0,0,0,0,0,2
1,0,0,0,0,0,2,2,0,3,3,3,0,0,1
1,0,0,0,0,0,2,2,1,2,0,2,0,0,1
1,0,0,0,0,0,2,2,2,2,1,1,0,0,1
1,0,0,0,0,0,3,0,0,0,0,0,0,0,1
1,0,0,0,0,0,3,0,1,2,2,2,0,3,1
1,0,0,0,0,0,3,0,1,3,1,3,0,0,1
1,0,0,0,0,0,3,1,0,0,0,0,0,0,1
1,0,0,0,0,0,3,1,0,0,3,0,0,2,1
1,0,0,0,0,0,3,1,0,1,1,0,0,0,1
1,0,0,0,0,0,3,1,0,2,1,1,1,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1,0,0,0,0,1,0,0,0,0,1,0,0,0,3
1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,0,0,0,0,1,0,1,0,1,1,0,0,0,1
1,0,0,0,0,1,0,2,1,1,1,3,0,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,4
1,0,0,0,0,1,1,0,0,0,1,0,0,0,3
1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
1,0,0,0,0,1,1,0,0,0,1,1,0,0,3
1,0,0,0,0,1,1,0,0,0,2,0,0,0,1
